Five letter identifier	Survey type	Date	Day of year 	Start time	Duration (min)	Plant Family	Plant genus	Plant species	Plant species comments	Total floral  cover (m2)	 Number of floral units	Flower visitor order	Flower visitor family	Flower visitor genus	Flower visitor species	Sex/caste	Flower visitor species comments	Number of individuals	Number of flowers visited	Photo or specimen taken?	
ANYGG	A	15/06/	167	930	10	Papaveraceae	Papaver	Papaver rhoeas 		1	16	Hymenoptera	Megachilidae	Megachile	Megachile sp.			1	2		
ANYGG	A	15/06/	167	930	10	Papaveraceae	Papaver	Papaver rhoeas 		1	16	Hymenoptera	Andrenidae	Andrena	Andrena sp.			1	3	Yes	
ANYGG	A	15/06/	167	930	10	Papaveraceae	Papaver	Papaver rhoeas 		1	16	Diptera	Syrphidae	Eristalis	Eristalis sp.			3	1		
ANYGG	A	15/06/	167	930	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	3				0			NA	NA		
ANYGG	A	14/06/	166	1120	10	Rutaceae	Choisya	Choisya ternata		2.8	30	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris/lucorum complex	1			
ANYGG	A	14/06/	166	1120	10	Rutaceae	Choisya	Choisya ternata		2.8	30	Hymenoptera	Apidae	Nomada	Nomada fabriciana			1		Yes	
ANYGG	A	14/06/	166	1120	10	Papaveraceae	Papaver	Papaver rhoeas 		1	14	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris/lucorum complex	1	3		
ANYGG	A	14/06/	166	1120	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	5				0			NA	NA		
ANYGG	A	13/06/	165	1110	10	Rutaceae	Choisya	Choisya ternata		2.8	50				0			NA	NA		
ANYGG	A	13/06/	165	1110	10	Papaveraceae	Papaver	Papaver rhoeas 		1	10				0			NA	NA		
ANYGG	A	13/06/	165	1110	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	20				0			NA	NA		
ANYGG	A	10/06/	162	1245	10	Rutaceae	Choisya	Choisya ternata		2.8	40	Hymenoptera	Andrenidae	Andrena	Andrena sp.			1	1		
ANYGG	A	10/06/	162	1245	10	Papaveraceae	Papaver	Papaver rhoeas 		1	12	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris/lucorum complex	2	4		
ANYGG	A	10/06/	162	1245	10	Papaveraceae	Papaver	Papaver rhoeas 		1	12	Diptera	Syrphidae	Eristalis	Eristalis sp.			3	1		
ANYGG	A	10/06/	162	1245	10	Papaveraceae	Papaver	Papaver rhoeas 		1	12	Hymenoptera	Megachilidae	Megachile	Megachile sp.			1	3	Yes	
ANYGG	A	10/06/	162	1245	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	20				0			NA	NA		
ANYGG	A	08/06/	160	1335	10	Rutaceae	Choisya	Choisya ternata		2.8	20	Diptera	Calliphoridae	Lucilia	Lucilia sp.			1	1		
ANYGG	A	08/06/	160	1335	10	Papaveraceae	Papaver	Papaver rhoeas 		1	22				0			NA	NA		
ANYGG	A	08/06/	160	1335	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	30				0			NA	NA		
ANYGG	A	07/06/	159	1710	10	Rutaceae	Choisya	Choisya ternata		2.8	22				0			NA	NA		
ANYGG	A	07/06/	159	1710	10	Papaveraceae	Papaver	Papaver rhoeas 		1	12	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris/lucorum complex	3	2		
ANYGG	A	07/06/	159	1710	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	35				0			NA	NA		
ANYGG	A	05/06/	157	1410	10	Rutaceae	Choisya	Choisya ternata		2.8	22	Hymenoptera	Andrenidae	Andrena	Andrena sp.			1	1	Yes	
ANYGG	A	05/06/	157	1410	10	Rutaceae	Choisya	Choisya ternata		2.8	22	Diptera	Syrphidae	Eristalis	Eristalis sp.			1	2		
ANYGG	A	05/06/	157	1410	10	Papaveraceae	Papaver	Papaver rhoeas 		1	14	Hymenoptera	Andrenidae	Andrena	Andrena sp.			1	1		
ANYGG	A	05/06/	157	1410	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	34				0			NA	NA		
ANYGG	A	02/06/	154	1700	10	Rutaceae	Choisya	Choisya ternata		2.8	50	Hymenoptera	Andrenidae	Andrena	Andrena sp.			1	1		
ANYGG	A	02/06/	154	1700	10	Papaveraceae	Papaver	Papaver rhoeas 		1	NA				0			NA	NA		
ANYGG	A	02/06/	154	1700	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	30	Hymenoptera	Apidae	Bombus	Bombus pascuorum 			1	3		
ANYGG	A	01/06/	153	1630	10	Rutaceae	Choisya	Choisya ternata		2.8	60				0			NA	NA		
ANYGG	A	01/06/	153	1630	10	Papaveraceae	Papaver	Papaver rhoeas 		0.5	NA				0			NA	NA		
ANYGG	A	01/06/	153	1630	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	40	Hymenoptera	Apidae	Bombus	Bombus pascuorum 			1	1		
ANYGG	A	30/05/	151	1610	10	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	20				0			NA	NA		
ANYGG	A	30/05/	151	1610	10	Rutaceae	Choisya	Choisya ternata		2.8	100	Hymenoptera	Apidae	Bombus	Bombus lapidarius			1	2		
ANYGG	A	30/05/	151	1610	10	Papaveraceae	Papaver	Papaver rhoeas 		0.5	NA				0			NA	NA		
ANYGG	A	30/05/	151	1610	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	40				0			NA	NA		
ANYGG	A	29/05/	150	1715	10	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	30				0			NA	NA		
ANYGG	A	29/05/	150	1715	10	Rutaceae	Choisya	Choisya ternata		2.8	120				0			NA	NA		
ANYGG	A	29/05/	150	1715	10	Papaveraceae	Papaver	Papaver rhoeas 		0.5	NA				0			NA	NA		
ANYGG	A	29/05/	150	1715	10	Rosaceae	Spiraea	Spiraea nipponica		3.4	5				0			NA	NA		
ANYGG	A	29/05/	150	1715	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	40	Hymenoptera	Apidae	Bombus	Bombus pascuorum 			1	1		
ANYGG	A	28/05/	149	1100	10	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	50				0			NA	NA		
ANYGG	A	28/05/	149	1100	10	Rutaceae	Choisya	Choisya ternata		2.8	180				0			NA	NA		
ANYGG	A	28/05/	149	1100	10	Papaveraceae	Papaver	Papaver rhoeas 		0.5	6	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris/lucorum complex	1	1		
ANYGG	A	28/05/	149	1100	10	Rosaceae	Spiraea	Spiraea nipponica		3.4	10				0			NA	NA		
ANYGG	A	28/05/	149	1100	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	35				0			NA	NA		
ANYGG	A	27/05/	148	1510	10	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	50				0			NA	NA		
ANYGG	A	27/05/	148	1510	10	Rutaceae	Choisya	Choisya ternata		2.8	190				0			NA	NA		
ANYGG	A	27/05/	148	1510	10	Papaveraceae	Papaver	Papaver rhoeas 		0.5	6	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris/lucorum complex	1	1		
ANYGG	A	27/05/	148	1510	10	Rosaceae	Spiraea	Spiraea nipponica		3.4	10				0			NA	NA		
ANYGG	A	27/05/	148	1510	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	30				0			NA	NA		
ANYGG	A	23/05/	144	1545	10	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	100				0			NA	NA		
ANYGG	A	23/05/	144	1545	10	Rutaceae	Choisya	Choisya ternata		2.8	400	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris/lucorum complex	1	1		
ANYGG	A	23/05/	144	1545	10	Rosaceae	Spiraea	Spiraea nipponica		3.4	40				0			NA	NA		
ANYGG	A	23/05/	144	1545	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	20	Hymenoptera	Apidae	Bombus	Bombus pratorum	M		1	2		
ANYGG	A	23/05/	144	1545	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	20	Hymenoptera	Apidae	Bombus	Bombus pascuorum	M		1	4		
ANYGG	A	23/05/	144	1545	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	20	Hymenoptera	Apidae	Bombus	Bombus hypnorum			1	4		
ANYGG	A	21/05/	142	1605	10	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	300				0			NA	NA		
ANYGG	A	21/05/	142	1605	10	Rutaceae	Choisya	Choisya ternata		2.8	500	Hymenoptera	Apidae	Apis	Apis mellifera			2	4		
ANYGG	A	21/05/	142	1605	10	Rutaceae	Choisya	Choisya ternata		2.8	500	Hymenoptera	Andrenidae	Andrena	Andrena cineraria 			1	2		
ANYGG	A	21/05/	142	1605	10	Rutaceae	Choisya	Choisya ternata		2.8	500	Hymenoptera	Andrenidae	Andrena	Andrena sp.			1	1	Yes	
ANYGG	A	21/05/	142	1605	10	Asteraceae	Senecio	Senecio vulgaris		0.06	10				0			NA	NA		
ANYGG	A	21/05/	142	1605	10	Rosaceae	Spiraea	Spiraea nipponica		3.4	50				0			NA	NA		
ANYGG	A	21/05/	142	1605	10	Caprifoliaceae	Weigela	Weigela sp.		0.25	3				0			NA	NA		
ANYGG	A	19/05/	140	1640	10	Brassicaceae	Arabidopsis	Arabidopsis sp.		0.4	20				0			NA	NA		
ANYGG	A	19/05/	140	1640	10	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	500				0			NA	NA		
ANYGG	A	19/05/	140	1640	10	Rutaceae	Choisya	Choisya ternata		2.8	900	Hymenoptera	Apidae	Apis	Apis mellifera			2	4		
ANYGG	A	19/05/	140	1640	10	Rutaceae	Choisya	Choisya ternata		2.8	900	Hymenoptera	Andrenidae	Andrena	Andrena sp.			1	2		
ANYGG	A	19/05/	140	1640	10	Asteraceae	Senecio	Senecio vulgaris		0.06	10				0			NA	NA		
ANYGG	A	19/05/	140	1640	10	Rosaceae	Spiraea	Spiraea nipponica		3.4	60				0			NA	NA		
ANYGG	A	14/05/	135	1055	50	Brassicaceae	Arabidopsis	Arabidopsis sp.		0.4	30	Hymenoptera	Halictidae	Sphecodes	Sphecodes sp.			1	1		
ANYGG	A	14/05/	135	1055	50	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	900				0			NA	NA		
ANYGG	A	14/05/	135	1055	50	Rutaceae	Choisya	Choisya ternata		2.8	1500	Hymenoptera	Andrenidae	Andrena	Andrena sp.			1	1		
ANYGG	A	14/05/	135	1055	50	Rutaceae	Choisya	Choisya ternata		2.8	1500	Diptera	Calliphoridae	Calliphora	Calliphora sp.			1	1		
ANYGG	A	14/05/	135	1055	50	Asteraceae	Senecio	Senecio vulgaris		0.06	20	Hymenoptera	Apidae	Apis	Apis mellifera			1	2		
ANYGG	A	14/05/	135	1055	50	Rosaceae	Spiraea	Spiraea nipponica		3.4	80				0			NA	NA		
ANYGG	A	13/05/	134	1310	10	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	900				0			NA	NA		
ANYGG	A	13/05/	134	1310	10	Rutaceae	Choisya	Choisya ternata		2.8	1500	Hymenoptera	Apidae	Bombus	Bombus pratorum 			1	2		
ANYGG	A	13/05/	134	1310	10	Rosaceae	Spiraea	Spiraea nipponica		3.4	80				0			NA	NA		
ANYGG	A	12/05/	133	1355	50	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	1200				0			NA	NA		
ANYGG	A	12/05/	133	1355	50	Rutaceae	Choisya	Choisya ternata		2.8	1700	Hymenoptera	Andrenidae	Andrena	Andrena cineraria 			2	4	Yes	
ANYGG	A	12/05/	133	1355	50	Rutaceae	Choisya	Choisya ternata		2.8	1700	Hymenoptera	Apidae	Apis	Apis mellifera			1	1		
ANYGG	A	12/05/	133	1355	50	Rutaceae	Choisya	Choisya ternata		2.8	1700	Hymenoptera	Apidae	Bombus	Bombus pratorum 			2	2		
ANYGG	A	12/05/	133	1355	50	Rosaceae	Spiraea	Spiraea nipponica		3.4	100				0			NA	NA		
ANYGG	A	11/05/	132	1250	50	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	1200				0			NA	NA		
ANYGG	A	11/05/	132	1250	50	Rutaceae	Choisya	Choisya ternata		2.8	1700				0			NA	NA		
ANYGG	A	11/05/	132	1250	50	Rosaceae	Spiraea	Spiraea nipponica		3.4	100				0			NA	NA		
ANYGG	A	07/05/	128	1410	10	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	1200				0			NA	NA		
ANYGG	A	07/05/	128	1410	10	Rutaceae	Choisya	Choisya ternata		2.8	1700	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			1	1		
ANYGG	A	07/05/	128	1410	10	Geraniaceae	Geranium	Geranium robertianum		0.06	1				0			NA	NA		
ANYGG	A	07/05/	128	1410	10	Rosaceae	Spiraea	Spiraea nipponica		3.4	100				0			NA	NA		
ANYGG	A	06/05/	127	1105	10	Rhamnaceae	Ceanothus	Ceanothus sp.		0.24	1200				0			NA	NA		
ANYGG	A	06/05/	127	1105	10	Rutaceae	Choisya	Choisya ternata		2.8	1700				0			NA	NA		
ANYGG	A	06/05/	127	1105	10	Rosaceae	Spiraea	Spiraea nipponica		3.4	100				0			NA	NA		
ANYGG	A	26/04/	117	1050	10	Brassicaceae	Arabidopsis	Arabidopsis sp.		NA	NA				0			NA	NA		
ANYGG	A	26/04/	117	1050	10	Rhamnaceae	Ceanothus	Ceanothus sp.		NA	NA				0			NA	NA		
ANYGG	A	26/04/	117	1050	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Lepidoptera	Pieridae	Pieris	Pieris rapae 			3	NA		
ANYGG	A	26/04/	117	1050	10	Rosaceae	Prunus	Prunus avium 		NA	NA				0			NA	NA		
ANYGG	A	26/04/	117	1050	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	26/04/	117	1050	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA				0			NA	NA		
ANYGG	A	26/04/	117	1050	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA				0			NA	NA		
ANYGG	A	22/04/	113	1310	10	Brassicaceae	Arabidopsis	Arabidopsis sp.		NA	NA				0			NA	NA		
ANYGG	A	22/04/	113	1310	10	Rhamnaceae	Ceanothus	Ceanothus sp.		NA	NA	Diptera	Syrphidae	Eristalis	Eristalis sp.			NA	NA		
ANYGG	A	22/04/	113	1310	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena sp.			4	NA		
ANYGG	A	22/04/	113	1310	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera			NA	NA		
ANYGG	A	22/04/	113	1310	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera	W		2	NA		
ANYGG	A	22/04/	113	1310	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena sp.			2	NA		
ANYGG	A	22/04/	113	1310	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	22/04/	113	1310	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA				0			NA	NA		
ANYGG	A	22/04/	113	1310	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA				0			NA	NA		
ANYGG	A	16/04/	107	1240	10	Brassicaceae	Arabidopsis	Arabidopsis sp.		NA	NA				0			NA	NA		
ANYGG	A	16/04/	107	1240	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Lepidoptera	Pieridae	Pieris	Pieris rapae 			5	NA		
ANYGG	A	16/04/	107	1240	10	Rosaceae	Prunus	Prunus avium 		NA	NA				0			NA	NA		
ANYGG	A	16/04/	107	1240	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	16/04/	107	1240	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA				0			NA	NA		
ANYGG	A	16/04/	107	1240	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA				0			NA	NA		
ANYGG	A	15/04/	106	1245	10	Brassicaceae	Arabidopsis	Arabidopsis sp.		NA	NA	Lepidoptera	Pieridae	Pieris	Pieris rapae 			NA	NA		
ANYGG	A	15/04/	106	1245	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Lepidoptera	Pieridae	Pieris	Pieris rapae 			2	NA		
ANYGG	A	15/04/	106	1245	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena sp.			NA	NA		
ANYGG	A	15/04/	106	1245	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	15/04/	106	1245	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA	Diptera	Syrphidae	Eristalis	Eristalis sp.			NA	NA		
ANYGG	A	15/04/	106	1245	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA				0			NA	NA		
ANYGG	A	09/04/	100	1345	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena haemorrhoa	F		NA	NA		
ANYGG	A	09/04/	100	1345	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera			10	NA		
ANYGG	A	09/04/	100	1345	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena sp.			3	NA		
ANYGG	A	09/04/	100	1345	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	09/04/	100	1345	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA				0			NA	NA		
ANYGG	A	09/04/	100	1345	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena sp.	F		NA	NA		
ANYGG	A	08/04/	99	1000	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Lepidoptera	Pieridae	Pieris	Pieris rapae 			NA	NA		
ANYGG	A	08/04/	99	1000	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera	W		5	NA		
ANYGG	A	08/04/	99	1000	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Apidae	Bombus	Bombus hypnorum	Q		2	NA		
ANYGG	A	08/04/	99	1000	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Diptera	Bombyliidae	Bombylius	Bombylius sp.			NA	NA		
ANYGG	A	08/04/	99	1000	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	08/04/	99	1000	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA	Diptera	Syrphidae	Eristalis	Eristalis sp.			NA	NA		
ANYGG	A	08/04/	99	1000	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena fulva	F		NA	NA		
ANYGG	A	08/04/	99	1000	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera	W		2	NA		
ANYGG	A	07/04/	98	940	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera	W		NA	NA		
ANYGG	A	07/04/	98	940	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Diptera	Syrphidae	Eristalis	Eristalis sp.			NA	NA		
ANYGG	A	07/04/	98	940	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Apidae	Bombus	Bombus hypnorum	Q		NA	NA		
ANYGG	A	07/04/	98	940	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	07/04/	98	940	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA				0			NA	NA		
ANYGG	A	07/04/	98	940	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera			NA	NA		
ANYGG	A	06/04/	97	1030	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Diptera	Syrphidae	Eristalis	Eristalis sp.			NA	NA		
ANYGG	A	06/04/	97	1030	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena fulva	F		NA	NA		
ANYGG	A	06/04/	97	1030	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera	W		2	NA		
ANYGG	A	06/04/	97	1030	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	06/04/	97	1030	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA				0			NA	NA		
ANYGG	A	06/04/	97	1030	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena sp.	M		2	NA		
ANYGG	A	05/04/	96	1620	10	Rutaceae	Choisya	Choisya ternata		NA	NA	Diptera	Syrphidae	Eristalis	Eristalis sp.			5	NA		
ANYGG	A	05/04/	96	1620	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera	W		3	NA		
ANYGG	A	05/04/	96	1620	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	05/04/	96	1620	10	Rosaceae	Spiraea	Spiraea sp.		NA	NA				0			NA	NA		
ANYGG	A	05/04/	96	1620	10	Adoxaceae	Viburnum	Viburnum sp.		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera	W		NA	NA		
ANYGG	A	04/04/	95	1630	10	Rutaceae	Choisya	Choisya ternata		NA	NA				0			NA	NA		
ANYGG	A	04/04/	95	1630	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Apidae	Bombus	Bombus hypnorum	Q		NA	NA		
ANYGG	A	04/04/	95	1630	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena sp.	F		NA	NA		
ANYGG	A	04/04/	95	1630	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	04/04/	95	1630	10	Rosaceae	Spiraea	Spiraea sp.		NA	NA				0			NA	NA		
ANYGG	A	04/04/	95	1630	10	Adoxaceae	Viburnum	Viburnum sp.		NA	NA	Hymenoptera	Apidae	Bombus	Bombus hypnorum	Q		NA	NA		
ANYGG	A	03/04/	94	1540	10	Rutaceae	Choisya	Choisya ternata		NA	NA				0			NA	NA		
ANYGG	A	03/04/	94	1540	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Apidae	Apis	Apis mellifera	W		3	NA		
ANYGG	A	03/04/	94	1540	10	Rosaceae	Prunus	Prunus avium 		NA	NA	Hymenoptera	Andrenidae	Andrena	Andrena sp.	F		2	NA		
ANYGG	A	03/04/	94	1540	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	03/04/	94	1540	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA				0			NA	NA		
ANYGG	A	03/04/	94	1540	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA				0			NA	NA		
ANYGG	A	02/04/	93	1435	10	Rutaceae	Choisya	Choisya ternata		NA	NA				0			NA	NA		
ANYGG	A	02/04/	93	1435	10	Rosaceae	Prunus	Prunus avium 		NA	NA				0			NA	NA		
ANYGG	A	02/04/	93	1435	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	02/04/	93	1435	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA				0			NA	NA		
ANYGG	A	02/04/	93	1435	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA				0			NA	NA		
ANYGG	A	01/04/	92	1400	10	Rutaceae	Choisya	Choisya ternata		NA	NA				0			NA	NA		
ANYGG	A	01/04/	92	1400	10	Rosaceae	Prunus	Prunus avium 		NA	NA				0			NA	NA		
ANYGG	A	01/04/	92	1400	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	01/04/	92	1400	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA				0			NA	NA		
ANYGG	A	01/04/	92	1400	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA				0			NA	NA		
ANYGG	A	31/03/	91	1505	10	Rutaceae	Choisya	Choisya ternata		NA	NA				0			NA	NA		
ANYGG	A	31/03/	91	1505	10	Rosaceae	Prunus	Prunus avium 		NA	NA				0			NA	NA		
ANYGG	A	31/03/	91	1505	10	Ranunculaceae	Ranunculus	Ranunculus sp.		NA	NA				0			NA	NA		
ANYGG	A	31/03/	91	1505	10	Rosaceae	Spiraea	Spiraea nipponica		NA	NA				0			NA	NA		
ANYGG	A	31/03/	91	1505	10	Adoxaceae	Viburnum	Viburnum tinus		NA	NA	Diptera	Syrphidae	Eristalis	Eristalis sp.			NA	NA		
ARRGB	A	26/April/	117	1230	15	Solanaceae	Capsicum	Capsicum baccatum		0.2	7				0			NA	NA		
ARRGB	A	26/April/	117	1230	15	Euphorbiaceae	Euphorbia	Euphorbia pulcherrima		2	51	Hymenoptera	Apidae	Tetragonisca	Tetragonisca angustula			1	1		
ARRGB	A	26/April/	117	1230	15	Asteraceae	Gerbera	Gerbera jamesonii		0.1	2				0			NA	NA		
ARRGB	A	26/April/	117	1230	15	Asteraceae	Leucanthemum	Leucanthemum vulgare		3	23	Diptera	Muscidae	Musca	Musca domestica			1	2		
ARRGB	A	26/April/	117	1230	15	Tropaeolaceae	Tropaeolum	Tropaeolum majus		0.1	4				0			NA	NA		
ARRGB	A	26/April/	117	1235	15	Asteraceae	Acmella	Acmella oleracea		0.3	11	Hymenoptera	Apidae	Tetragonisca	Tetragonisca angustula			1	3		
ARRGB	A	26/April/	117	1235	15	Asteraceae	Acmella	Acmella oleracea		0.3	11	Hymenoptera	Apidae	Plebeia	Plebeia sp.			1	1		
ARRGB	A	26/April/	117	1235	15	Amaranthaceae	Alternanthera	Alternanthera ficoidea		2	122	Hymenoptera	Apidae	Plebeia	Plebeia sp.			2	2		
ARRGB	A	26/April/	117	1235	15	Asteraceae	NA	Asteraceae sp. 1		0.3	12	Hymenoptera	Halictidae		Halictidae sp. 2			1	1		
ARRGB	A	26/April/	117	1235	15	Asteraceae	Bidens	Bidens pilosa		0.4	15	Hymenoptera	Apidae	Aparatrigona	Aparatrigona sp.			1	2		
ARRGB	A	26/April/	117	1235	15	Asteraceae	Bidens	Bidens pilosa		0.1	4	Hymenoptera	Apidae	Plebeia	Plebeia sp.			1	1		
ARRGB	A	26/April/	117	1235	15	Iridaceae	Dietes	Dietes bicolor		1	6	Hymenoptera	Apidae	Trigona	Trigona spinipes			1	1		
ARRGB	A	26/April/	117	1235	15	Asteraceae	Emilia	Emilia fosbergii		0.2	3	Hymenoptera	Apidae	Trigona	Trigona spinipes			1	2		
ARRGB	A	26/April/	117	1235	15	Asteraceae	Emilia	Emilia fosbergii		0.2	3	Hymenoptera	Apidae	Plebeia	Plebeia sp.			1	1		
ARRGB	A	26/April/	117	1235	15	Euphorbiaceae	Euphorbia	Euphorbia pulcherrima		2	51	Hymenoptera	Vespidae		Vespidae sp. 2			1	2		
ARRGB	A	26/April/	117	1235	15	Convolvulaceae	Evolvulus	Evolvulus glomeratus		0.3	16				0			NA	NA		
ARRGB	A	26/April/	117	1235	15	Asphodelaceae	Hemerocallis	Hemerocallis lilioasphodelus		1	8	Hymenoptera	Apidae	Trigona	Trigona spinipes			1	1		
